"","ARM.1","AFG.1","ALB.1","DZA.1","ATG.1","ARG.1","AUS.1","AUT.1","BHS.1","BHR.1","BRB.1","BGD.1","BMU.1","BTN.1","BOL.1","BWA.1","BRA.1","ARB.1","BLZ.1","SLB.1","BRN.1","BGR.1","MMR.1","BDI.1","CMR.1","CAN.1","CPV.1","CAF.1","LKA.1","TCD.1","CHL.1","CHN.1","COL.1","COM.1","COG.1","COK.1","CRI.1","CUB.1","CYP.1","AZE.1","BEN.1","DNK.1","DMA.1","DOM.1","BLR.1","ECU.1","EGY.1","SLV.1","GNQ.1","EST.1","FRO.1","FJI.1","FIN.1","FRA.1","PYF.1","DJI.1","GEO.1","GAB.1","GMB.1","DEU.1","BIH.1","GHA.1","KIR.1","GRC.1","GRL.1","GRD.1","GTM.1","GIN.1","GUY.1","HTI.1","HND.1","HKG.1","HUN.1","HRV.1","ISL.1","IND.1","IDN.1","IRN.1","IRQ.1","IRL.1","ISR.1","ITA.1","CIV.1","KAZ.1","JAM.1","JPN.1","JOR.1","KGZ.1","KEN.1","KHM.1","PRK.1","KOR.1","KWT.1","LVA.1","LAO.1","LBN.1","LSO.1","LBR.1","LBY.1","LTU.1","MAC.1","MDG.1","MWI.1","MYS.1","MDV.1","MLI.1","MLT.1","MRT.1","MUS.1","MEX.1","MNG.1","MAR.1","MOZ.1","MDA.1","NAM.1","NPL.1","NLD.1","ANT.1","NCL.1","MKD.1","VUT.1","NZL.1","NIC.1","NER.1","NGA.1","NOR.1","PAK.1","PAN.1","CZE.1","PNG.1","PRY.1","PER.1","PHL.1","POL.1","PRT.1","GNB.1","TLS.1","ERI.1","QAT.1","ZWE.1","ROU.1","RWA.1","RUS.1","KNA.1","LCA.1","VCT.1","STP.1","SAU.1","SEN.1","SYC.1","SLE.1","SVN.1","SVK.1","SGP.1","SOM.1","ZAF.1","ESP.1","SUR.1","TJK.1","SWZ.1","SWE.1","CHE.1","SYR.1","TKM.1","TWN.1","TZA.1","THA.1","TGO.1","TON.1","TTO.1","OMN.1","TUN.1","TUR.1","ARE.1","UGA.1","TUV.1","GBR.1","UKR.1","USA.1","BFA.1","URY.1","UZB.1","VEN.1","VNM.1","ETH.1","YEM.1","COD.1","ZMB.1","BEL.1","LUX.1","SRB.1","MNE.1","SDN.1","SSD.1","PSE.1","ARM.2","AFG.2","ALB.2","DZA.2","ATG.2","ARG.2","AUS.2","AUT.2","BHS.2","BHR.2","BRB.2","BGD.2","BMU.2","BTN.2","BOL.2","BWA.2","BRA.2","ARB.2","BLZ.2","SLB.2","BRN.2","BGR.2","MMR.2","BDI.2","CMR.2","CAN.2","CPV.2","CAF.2","LKA.2","TCD.2","CHL.2","CHN.2","COL.2","COM.2","COG.2","COK.2","CRI.2","CUB.2","CYP.2","AZE.2","BEN.2","DNK.2","DMA.2","DOM.2","BLR.2","ECU.2","EGY.2","SLV.2","GNQ.2","EST.2","FRO.2","FJI.2","FIN.2","FRA.2","PYF.2","DJI.2","GEO.2","GAB.2","GMB.2","DEU.2","BIH.2","GHA.2","KIR.2","GRC.2","GRL.2","GRD.2","GTM.2","GIN.2","GUY.2","HTI.2","HND.2","HKG.2","HUN.2","HRV.2","ISL.2","IND.2","IDN.2","IRN.2","IRQ.2","IRL.2","ISR.2","ITA.2","CIV.2","KAZ.2","JAM.2","JPN.2","JOR.2","KGZ.2","KEN.2","KHM.2","PRK.2","KOR.2","KWT.2","LVA.2","LAO.2","LBN.2","LSO.2","LBR.2","LBY.2","LTU.2","MAC.2","MDG.2","MWI.2","MYS.2","MDV.2","MLI.2","MLT.2","MRT.2","MUS.2","MEX.2","MNG.2","MAR.2","MOZ.2","MDA.2","NAM.2","NPL.2","NLD.2","ANT.2","NCL.2","MKD.2","VUT.2","NZL.2","NIC.2","NER.2","NGA.2","NOR.2","PAK.2","PAN.2","CZE.2","PNG.2","PRY.2","PER.2","PHL.2","POL.2","PRT.2","GNB.2","TLS.2","ERI.2","QAT.2","ZWE.2","ROU.2","RWA.2","RUS.2","KNA.2","LCA.2","VCT.2","STP.2","SAU.2","SEN.2","SYC.2","SLE.2","SVN.2","SVK.2","SGP.2","SOM.2","ZAF.2","ESP.2","SUR.2","TJK.2","SWZ.2","SWE.2","CHE.2","SYR.2","TKM.2","TWN.2","TZA.2","THA.2","TGO.2","TON.2","TTO.2","OMN.2","TUN.2","TUR.2","ARE.2","UGA.2","TUV.2","GBR.2","UKR.2","USA.2","BFA.2","URY.2","UZB.2","VEN.2","VNM.2","ETH.2","YEM.2","COD.2","ZMB.2","BEL.2","LUX.2","SRB.2","MNE.2","SDN.2","SSD.2","PSE.2"
"BRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23733333.3333333,0,0,1011560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200000,113696666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23733333.3333333,0,0,1011560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200000,113696666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,186666.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221313333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,2373333.33333333,0,0,0,379493333.333333,0,3630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186666.666666667,186666.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221313333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186666.66666667,0,2373333.33333333,0,0,0,379493333.333333,0,3630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOL",0,0,0,0,0,1059693333.33333,0,0,0,0,0,0,0,0,0,0,2001906666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,9959693333.33333,0,407026666.666667,0,0,0,0,0,0,0,0,0,0,0,0,1917653333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674026666.666667,135259826666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54656666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150706666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059693333.33333,0,0,0,0,0,0,0,0,0,0,2001906666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,9959693333.33333,0,407026666.666667,0,0,0,0,0,0,0,0,0,0,0,0,1917653333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674026666.666667,135259826666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54656666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150706666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6537030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21507106666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81070000,32040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6537030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21507106666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81070000,32040000,0,0,0,0,0,0,0
"BRA",0,0,0,2340390786666.67,5893333.33333333,5394960000,1689160000,72810306666.6667,0,0,3337180000,2290766253333.33,0,0,10398623333.3333,0,0,14733333.3333333,36786666.6666667,0,0,666906666.666667,4827360000,0,0,243210000,744610000,0,0,0,1569753333.33333,399417760000,7106946666.66667,0,2179206666.66667,0,303561360000,332329560000,0,0,825920000,0,0,1952993623333.33,0,43958820000,7992991816666.67,167624973333.333,11936666.6666667,0,0,0,0,255310000,0,87163333.3333333,0,0,0,0,0,60500000,0,60520000,0,0,284115600000,0,3996080000,6423890000,47242563333.3333,811680000,0,0,0,18426453333.3333,2424800253333.33,16413751426666.7,0,390510686666.667,458843770000,322016333333.333,58683333.3333333,0,473110000,9988348336666.67,407303160000,0,16986666666.6667,0,0,7395187506666.67,184161173333.333,0,0,75047173333.3333,0,1086580000,291720000,0,0,0,0,5710892866666.67,0,0,0,538746666.666667,381150000,1041933726666.67,0,1581617480000,33250000,0,0,479413333.333333,2110774306666.67,0,0,0,0,76973333.3333333,178339386666.667,296666666.666667,898306666.666667,0,5478840000,110674880000,0,0,29111003333.3333,58758986666.6667,167699906666.667,0,866918686666.667,0,0,0,0,0,0,0,2381640000,0,0,0,30250000,2.485962e+12,30084786666.6667,0,60500000,0,0,1263800000,0,761615720000,4907354643333.33,102053333.333333,0,0,0,1210000,0,0,6354311483333.33,0,8313786666.66667,1070373333.33333,0,10042656666.6667,176364493333.333,326366533333.333,12435080000,649506410000,0,0,70073576666.6667,0,570269566666.667,0,5305416666.66667,0,332995733333.333,12288774680000,2.67e+08,0,13735290000,0,561086666.666667,0,0,30853333.3333333,307346666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419423333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419423333.333333,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",0,0,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23320373333.3333,0,6430943333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8144893333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43536666.6666667,0,0,0,0,0,0,0,0,0,0,0,951916666.666667,0,0,0,0,0,0,0,0,0,0,0,540193333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23320373333.3333,0,6430943333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8144893333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43536666.6666667,0,0,0,0,0,0,0,0,0,0,0,951916666.666667,0,0,0,0,0,0,0,0,0,0,0,540193333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592133333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592133333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR",1210000,0,0,32634520000,0,0,1210000,2896653333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76860400000,0,0,0,0,0,0,86535340000,0,0,7466666.66666667,0,0,0,0,76736986666.6667,0,0,0,0,0,0,252218880000,0,0,0,0,0,88208866666.6667,0,0,0,748566203333.333,0,0,0,0,0,0,0,52213333.3333333,203986666.666667,26106666.6666667,0,0,0,34413333.3333333,29666666666.6667,5.162e+10,81455173333.3333,246829760000,0,2373333.33333333,0,0,0,0,0,0,0,0,0,0,0,99541160000,0,0,175311013333.333,0,0,0,0,0,0,0,10410626666.6667,0,0,0,0,0,0,0,0,0,170409266666.667,0,0,22126170000,0,7.832e+10,0,0,0,0,0,0,0,0,0,0,0,41200000,303573066666.667,0,0,0,0,0,696962223333.333,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,408238416666.667,0,0,0,8306666.66666667,0,2.5454e+10,0,0,0,0,0,0,0,0,0,177194820000,0,0,0,207390226666.667,0,9151573333.33333,0,0,0,0,0,0,0,0,0,97911426666.6667,0,503146666.666667,0,0,0,0,1210000,0,0,32634520000,0,0,1210000,2896653333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76860400000,0,0,0,0,0,0,86535340000,0,0,7466666.66666667,0,0,0,0,76736986666.6667,0,0,0,0,0,0,252218880000,0,0,0,0,0,88208866666.6667,0,0,0,748566203333.333,0,0,0,0,0,0,0,52213333.3333333,203986666.666667,26106666.6666667,0,0,0,34413333.3333333,29666666666.6667,5.162e+10,81455173333.3333,246829760000,0,2373333.33333333,0,0,0,0,0,0,0,0,0,0,0,99541160000,0,0,175311013333.333,0,0,0,0,0,0,0,10410626666.6667,0,0,0,0,0,0,0,0,0,170409266666.667,0,0,22126170000,0,7.832e+10,0,0,0,0,0,0,0,0,0,0,0,41200000,303573066666.667,0,0,0,0,0,696962223333.333,0,1186666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,408238416666.667,0,0,0,8306666.66666667,0,2.5454e+10,0,0,0,0,0,0,0,0,0,177194820000,0,0,0,207390226666.667,0,9151573333.33333,0,0,0,0,0,0,0,0,0,97911426666.6667,0,503146666.666667,0,0,0,0
"MMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
